Id,SalePrice
1461,153958.0609340952
1462,182398.28351715286
1463,195245.21820596224
1464,192701.7617630365
1465,176967.2852691208
1466,171100.17613568925
1467,173792.06222570286
1468,148644.42483088147
1469,180367.28918295
1470,142640.2180951922
1471,206029.44334326827
1472,110524.85531463035
1473,113607.08189867304
1474,159383.59494656534
1475,96305.00018267822
1476,295199.3411103022
1477,227170.97641803176
1478,270061.35375489603
1479,248041.15820783575
1480,483903.63110138424
1481,311105.76390500064
1482,180537.0549619719
1483,166743.4646644029
1484,152818.87197466433
1485,141193.43328477122
1486,175318.72065680742
1487,326732.45811081707
1488,245501.3690655052
1489,170776.71737668407
1490,223340.57296838015
1491,182342.53154546116
1492,118826.27622287636
1493,175737.96616368048
1494,272681.7401447481
1495,295281.1032953811
1496,223364.3765850617
1497,176011.0853751052
1498,138077.14191489297
1499,134580.97154012445
1500,144461.342764226
1501,191373.1274313532
1502,117170.640758924
1503,264963.03758728906
1504,230088.30823777113
1505,233161.77093818755
1506,241171.97927782428
1507,299607.77758213447
1508,222627.2859380438
1509,162591.65398774203
1510,181402.95902109524
1511,161779.74975806667
1512,226200.97035806728
1513,164981.69057578983
1514,190792.4856889026
1515,241963.6025853476
1516,171932.26095113458
1517,155409.33612854147
1518,196892.16594470618
1519,251978.73216075922
1520,146485.00721535273
1521,155956.28220640364
1522,206219.0113572043
1523,126265.03350281972
1524,122862.65894704
1525,116812.3538619558
1526,121873.40049226284
1527,122921.6079685513
1528,142354.74066227817
1529,152653.7666108576
1530,216771.5214081643
1531,177430.86349446583
1532,92763.10085543043
1533,165132.35540231547
1534,119562.27131810639
1535,166471.18429116617
1536,115414.10026125707
1537,124924.09160648198
1538,148699.23027797294
1539,196073.97076162443
1540,158765.1247257685
1541,162569.2358003422
1542,170736.58936760688
1543,193367.18652127276
1544,91581.81349418685
1545,106018.1222444064
1546,131454.98324955427
1547,146794.47084698032
1548,141296.9320926615
1549,136310.60312459248
1550,165799.8482056538
1551,131844.12455082193
1552,174321.00516706708
1553,147757.70588832273
1554,103063.78833781881
1555,199244.39468817573
1556,101137.68201566795
1557,128702.430272133
1558,96782.377722942
1559,121895.8832114078
1560,181284.9778470721
1561,184810.29982947325
1562,118266.78590585587
1563,123985.50373350688
1564,195999.97652550985
1565,159704.02399192294
1566,228023.85762750622
1567,104151.76694249224
1568,258420.8479703124
1569,164603.6121975548
1570,123370.67458590136
1571,105536.96814742986
1572,159734.5855182457
1573,210564.23968361932
1574,163232.90012255206
1575,240285.34523995224
1576,275770.377034116
1577,167413.3585971081
1578,155087.33540519723
1579,144141.28582881903
1580,178614.4217276745
1581,144425.4575683523
1582,124572.1151242566
1583,333007.01623138663
1584,235391.35891385798
1585,127530.15563121687
1586,59445.87253591527
1587,95183.29389388458
1588,155297.62718893195
1589,135083.11809146398
1590,130265.89635041438
1591,90194.24769406178
1592,139789.0106348791
1593,119830.46886012645
1594,149800.13993598087
1595,142818.0157378443
1596,228601.47271435903
1597,232025.32010835863
1598,163721.98554066767
1599,160484.04745667576
1600,163296.28741666814
1601,75825.05040630189
1602,146684.68323903737
1603,94047.7624914448
1604,251950.23636794405
1605,228556.50121489016
1606,175060.674179148
1607,253090.20429131476
1608,183992.62827740243
1609,152708.427164812
1610,132313.98492855177
1611,154841.6283832437
1612,178071.97052583235
1613,188077.78318130606
1614,126513.39461036569
1615,84047.10923140992
1616,74839.9625184817
1617,94055.31364264965
1618,115443.45706418484
1619,137946.56102221514
1620,243387.52836209218
1621,148509.22513656074
1622,144446.72696744956
1623,224706.7304454279
1624,243466.79537042908
1625,133568.69726827592
1626,213639.4692706541
1627,192678.87918473512
1628,267745.92254123365
1629,145435.02542982792
1630,347442.02267592587
1631,190960.11330366228
1632,221686.65787419354
1633,137033.1496537085
1634,177875.25409591393
1635,159545.07326165983
1636,144681.61356720055
1637,239900.40613973545
1638,223272.95319154114
1639,209131.8387623673
1640,274470.6312799453
1641,189982.79797054094
1642,207420.3023178962
1643,207707.05775036957
1644,202204.73133932022
1645,249497.95288925845
1646,162087.77640178
1647,160180.18246428485
1648,146590.52630655575
1649,136403.28122898733
1650,141115.7479858726
1651,133951.285448658
1652,101466.16327578634
1653,96511.48960481754
1654,155785.05937315573
1655,132702.0488731758
1656,151215.67242134732
1657,155597.49685555501
1658,153777.68162031175
1659,113675.37492575753
1660,163999.9026218095
1661,389800.72533610516
1662,338507.9922397326
1663,345880.7936125214
1664,439788.3819629251
1665,276373.16016651166
1666,290042.9107174764
1667,305638.25430844136
1668,299548.7661397701
1669,240488.13583459065
1670,293992.96515682375
1671,284023.34962403256
1672,412114.2404036144
1673,267646.43692275137
1674,261856.75678101106
1675,202020.4418934296
1676,209467.28269668217
1677,189360.50448892167
1678,445113.8047350379
1679,348262.20630987594
1680,287386.68387323734
1681,210794.39211478387
1682,271328.794411937
1683,187778.49036273872
1684,149414.30927759828
1685,149167.1718773825
1686,151981.30638934745
1687,128103.25178053621
1688,175408.9888656119
1689,173834.09839726886
1690,162645.68396736655
1691,149880.97767660292
1692,227231.34895378776
1693,128515.12270527631
1694,163532.5687044578
1695,125681.99204370531
1696,281235.6782229933
1697,126284.96834782201
1698,347320.1819884274
1699,295157.22903910035
1700,254523.1583001134
1701,284115.40767191176
1702,267171.5238088989
1703,240511.07458391978
1704,281740.86115108005
1705,206717.38728461848
1706,406499.5912146286
1707,189945.40921167238
1708,199505.99098281673
1709,250948.00645155262
1710,211376.68345043293
1711,232680.35378760286
1712,251182.43828166186
1713,265073.8955216623
1714,222593.4232567097
1715,185110.2988898969
1716,165551.8629428082
1717,149861.50168950073
1718,113886.66296761014
1719,186697.23089105563
1720,234619.83496252468
1721,164180.16278851347
1722,115612.63483592798
1723,164162.26651190597
1724,217005.4259753539
1725,231070.90509759617
1726,180351.59635577822
1727,164466.9335865308
1728,159637.9009120252
1729,156098.56633310844
1730,148629.50680653917
1731,123672.17343162968
1732,161362.9806068161
1733,133811.36686132776
1734,133341.0409482839
1735,118150.30931768048
1736,107880.76409120153
1737,344990.7466668732
1738,222495.94263302963
1739,305928.2280128536
1740,243616.8557531763
1741,203887.29536707225
1742,168333.66082632763
1743,159000.50412953587
1744,300990.05781799305
1745,205013.0403000202
1746,206098.2223670385
1747,234595.41955009138
1748,266630.03567047516
1749,182561.34335270198
1750,158727.79753871931
1751,257815.66160178522
1752,115089.57310856259
1753,189921.60446599868
1754,248676.15712280595
1755,193130.73642037495
1756,142246.87325306665
1757,111424.36293329058
1758,183621.10142696093
1759,195474.38594482548
1760,190421.09316385118
1761,186079.2908891241
1762,191694.51807387223
1763,173743.8550881142
1764,121345.42802092606
1765,212388.0174395119
1766,217706.62033515965
1767,244850.46028317048
1768,157621.19485483787
1769,161161.43142864096
1770,133775.73053672307
1771,135434.6887809602
1772,163226.4747386986
1773,140113.89447043143
1774,247655.0796670897
1775,131801.7809160911
1776,138452.1169543526
1777,106064.08332436075
1778,130385.87050703469
1779,117622.46491527616
1780,152672.1643796259
1781,141428.11039970943
1782,103882.34016024787
1783,158277.58915897922
1784,91535.3587355572
1785,123206.75635721142
1786,122237.10095450276
1787,153707.37549690358
1788,56213.19629642513
1789,117323.4154484976
1790,94357.23489574392
1791,303657.88116086164
1792,178602.14173881494
1793,142304.0541557364
1794,131610.17120816105
1795,140101.67271941138
1796,100806.10229815028
1797,179649.66298208982
1798,116933.80759590896
1799,102095.44933252198
1800,111045.38901256993
1801,156540.70636778336
1802,134910.12522512488
1803,187967.05696530142
1804,147473.9681937758
1805,132614.5791529712
1806,120653.52856260249
1807,176160.04680971432
1808,128476.94525718452
1809,100098.85346051225
1810,156981.4901757666
1811,106585.1478058395
1812,108931.46406202744
1813,131744.1882770647
1814,96501.63949825036
1815,56621.15251217204
1816,85787.6563847764
1817,155286.2237689275
1818,191637.58245446786
1819,117126.6069901258
1820,70239.7489324859
1821,94629.68061410211
1822,148914.40642213338
1823,57384.026072502034
1824,144196.55507106194
1825,133297.6572073237
1826,112858.88356939546
1827,107719.17034973257
1828,161646.24348103686
1829,182041.85244183327
1830,171542.44272640388
1831,152842.26512574856
1832,160037.00243879715
1833,153242.91689854764
1834,121538.39977638084
1835,151403.75347431807
1836,159593.36350731042
1837,93480.82299724234
1838,115203.02996206381
1839,76436.27233774473
1840,136878.03850452398
1841,143148.3783097681
1842,103432.67488044855
1843,173669.43117379697
1844,117162.87897561054
1845,153803.36455274312
1846,161552.98491968584
1847,188444.41939884925
1848,43038.878858072785
1849,118973.23961957992
1850,128421.21460239727
1851,149870.84329280618
1852,134942.9005208581
1853,130538.13628305192
1854,145918.88383360585
1855,137897.00574017942
1856,211938.93361485057
1857,168115.18796047394
1858,175936.89020912925
1859,106922.65539268602
1860,191863.7882791275
1861,106264.58937876929
1862,327101.686786985
1863,322998.79939824
1864,323043.29566232883
1865,298647.5215897548
1866,298320.02760800766
1867,233617.49772653508
1868,292145.6329123828
1869,203165.7616871592
1870,215364.490539569
1871,225366.9438441138
1872,150246.57445161516
1873,240441.66426430974
1874,144107.5300392803
1875,198721.86476437227
1876,206354.76093253042
1877,214386.63722997595
1878,209067.16657752145
1879,133377.96404373317
1880,129771.67946907584
1881,303187.28867668845
1882,246569.61519227093
1883,179429.02160216792
1884,206834.7611349174
1885,221499.0637083492
1886,273616.09776346735
1887,212022.55510923394
1888,271926.4073993061
1889,147609.35204137067
1890,159167.60931133237
1891,121801.74555322276
1892,107860.61012570871
1893,139306.69457089543
1894,155372.60767110827
1895,169160.8448138304
1896,133152.70900947947
1897,133230.4269935014
1898,122552.95782956829
1899,120131.02569907012
1900,122705.1196207057
1901,166077.91059248743
1902,181912.54678978585
1903,214533.0500904558
1904,132685.7738197837
1905,194086.68151253177
1906,156446.22393466698
1907,231844.35006544253
1908,110026.86233000622
1909,130244.9695562023
1910,120110.42180702153
1911,212908.93881776353
1912,267452.12520848354
1913,195021.2596854177
1914,71309.65882517211
1915,254832.0834171868
1916,88518.95725710246
1917,237788.92811865994
1918,135001.00544980066
1919,175549.38571787797
1920,199119.82471443352
1921,341091.17113436287
1922,271174.85050120525
1923,205764.79413494474
1924,234036.8547978005
1925,203287.56043148265
1926,343199.57984660496
1927,144906.57447552736
1928,178306.65298208827
1929,114120.76991954689
1930,109558.12070468279
1931,143726.37943470146
1932,142895.84772796548
1933,194426.3158943585
1934,177552.85004480893
1935,165089.10227751525
1936,188435.7604762215
1937,181365.35011763743
1938,172057.90734415356
1939,219902.20242329102
1940,171469.12544044433
1941,168747.3864105048
1942,187039.98487789807
1943,160618.6319752589
1944,277566.57235393673
1945,294828.58865351125
1946,179320.96588040132
1947,249429.06665804828
1948,202935.94152730255
1949,234869.26418989297
1950,185048.68205346374
1951,282622.417682453
1952,250613.37737351545
1953,194094.86634763912
1954,195546.26783558863
1955,143057.2011291929
1956,395882.7098562217
1957,172391.4608239929
1958,302545.4144365468
1959,174691.02529589194
1960,118845.72351241585
1961,122867.93159701915
1962,102807.8284020193
1963,126123.79798408563
1964,123957.75002236945
1965,145756.68055226956
1966,138419.3039169465
1967,276590.676508262
1968,385421.14024353
1969,325347.6339647349
1970,393948.8901651838
1971,416213.79758409294
1972,345716.025112007
1973,229116.40067699208
1974,299728.0700124168
1975,436064.81040212885
1976,272484.06264363107
1977,364299.2270197065
1978,334251.03477571544
1979,287093.9341133472
1980,168669.25954484422
1981,322699.2985307092
1982,193917.2055152082
1983,177151.0531555889
1984,156264.94535568779
1985,233285.83873696695
1986,231271.57289283688
1987,156001.80389274162
1988,152848.31382822324
1989,170984.29341740778
1990,201086.80658207988
1991,198422.00711808447
1992,227074.92953193095
1993,147792.17586571188
1994,240939.7698490875
1995,166331.82237548137
1996,285297.71674306854
1997,283832.1110629294
1998,350347.36975977884
1999,242081.41999690083
2000,307825.81453571015
2001,268490.61916355725
2002,225929.12874222762
2003,252564.20489693744
2004,267065.9675869408
2005,190035.2719910118
2006,191352.34124566015
2007,241986.449604926
2008,192716.9450524618
2009,179686.02037453357
2010,183832.97332879383
2011,128171.41307805292
2012,146437.34981838026
2013,173824.1049997145
2014,195560.48018261458
2015,190055.20310362888
2016,189755.6499283824
2017,192958.86340929594
2018,124927.02593333957
2019,130419.41703193483
2020,114954.12399518717
2021,104106.39730862487
2022,191850.7371844827
2023,163027.32514148846
2024,305905.028529029
2025,364035.9539264702
2026,161351.8053671207
2027,134975.14987987457
2028,144693.4628726816
2029,161038.65494593064
2030,245011.30768065795
2031,211499.750017254
2032,216770.12661695
2033,238071.43254986094
2034,151339.71429223908
2035,212543.7662355016
2036,192602.76678322296
2037,198418.48045782928
2038,245731.67270603633
2039,162993.21489298381
2040,345351.459929855
2041,219631.99240530873
2042,196769.42044164363
2043,190503.37789461415
2044,221285.92338903915
2045,192462.04020606104
2046,183079.58141969304
2047,161242.29105070184
2048,140004.46237392776
2049,202131.67038208953
2050,177591.27718500324
2051,83302.74326615839
2052,143033.50825752597
2053,146700.94220255956
2054,82589.68640373275
2055,183329.9950108187
2056,127082.58905803696
2057,136623.73801108703
2058,243285.2287474453
2059,154453.69236571252
2060,199275.86372960807
2061,220112.56617689744
2062,144935.5719964313
2063,104152.19517693357
2064,161761.32472976256
2065,134856.61881598056
2066,188081.75519913292
2067,120040.49396827872
2068,204040.73807008352
2069,77615.90238276598
2070,113275.76255373933
2071,95275.71125122524
2072,217769.92654002827
2073,141833.00314966452
2074,167325.49121105438
2075,160366.00119198265
2076,130043.41570570097
2077,159615.95723080786
2078,125668.27876965057
2079,152986.57029189056
2080,108198.32007577951
2081,132249.45162804445
2082,165203.7711775049
2083,157231.5147580941
2084,102905.32565597765
2085,123965.20707930396
2086,105796.71634730887
2087,131176.19022332178
2088,131030.42383058609
2089,81541.88729459331
2090,119226.15773502413
2091,119819.83041624073
2092,159103.02999514822
2093,143744.57804566767
2094,93530.08609868813
2095,173089.78656788776
2096,78073.85454618961
2097,96840.54119433102
2098,194461.31151778984
2099,61626.664507192785
2100,108340.01605312666
2101,152204.38563016983
2102,135615.05382952595
2103,89193.17566819131
2104,183741.92813790034
2105,122088.81809416694
2106,113778.1077738311
2107,253778.13082715345
2108,123606.17476291706
2109,115470.75672295995
2110,136858.85931789735
2111,142550.8321319937
2112,158020.00910630767
2113,119663.0228793238
2114,112819.15936666662
2115,160136.3102374494
2116,112698.11205075344
2117,179637.81024267327
2118,125023.65428365026
2119,98249.61435607214
2120,107743.65434708325
2121,115592.22853880402
2122,131541.94345651916
2123,61394.78583956184
2124,189339.88516218177
2125,207276.22024590016
2126,187784.80974507952
2127,179012.1713548949
2128,146428.1174054737
2129,97508.71014604137
2130,155384.63302845627
2131,136021.24236419742
2132,130206.28929446293
2133,126588.56197799457
2134,125750.80914099183
2135,105289.79612537351
2136,86233.14797659985
2137,115031.4894702184
2138,145589.8770158543
2139,152539.00671052828
2140,134313.70741413237
2141,128606.89434595765
2142,139066.9350052634
2143,142757.1404609645
2144,148667.25339074704
2145,130864.72737089498
2146,160460.36685211805
2147,201237.6053080388
2148,147133.08140293008
2149,162155.869548616
2150,197600.39784879857
2151,105196.87828251207
2152,170500.13464002375
2153,216748.93818429424
2154,98623.46960307771
2155,144494.22693277246
2156,312013.8149956537
2157,259890.38836731724
2158,221362.45685022796
2159,182467.6271345269
2160,147706.21432313602
2161,246492.06141453414
2162,433735.6813500436
2163,303012.99375161855
2164,238901.0910930815
2165,181931.36091968385
2166,149509.06593105244
2167,228521.47571343827
2168,209742.34825467254
2169,184558.15951530662
2170,200884.90493316806
2171,149964.35457783446
2172,151151.94500164597
2173,156456.98626871817
2174,241501.44735540895
2175,277889.4943199765
2176,281579.1431632782
2177,239829.62259745738
2178,193711.35370362247
2179,128442.57989083625
2180,277914.3218390196
2181,172887.63241972594
2182,224441.82899378648
2183,174250.01414888186
2184,147368.33689920043
2185,132984.50000245761
2186,152920.31644583042
2187,155151.57509096462
2188,142028.9860929754
2189,254384.11605116443
2190,61355.47343660203
2191,64275.50316167477
2192,87703.24219968545
2193,95495.99903441434
2194,67524.26434676797
2195,121905.8964138178
2196,101928.52660380064
2197,117263.3256400783
2198,145827.91294879265
2199,183178.2571980497
2200,140990.7328302093
2201,154161.6873471038
2202,138347.034330959
2203,178198.3135620169
2204,177128.79555379914
2205,133733.17616015323
2206,153060.71543381017
2207,179418.4982279341
2208,212305.81373627685
2209,221742.40103121137
2210,115079.53435438684
2211,99316.97907270049
2212,106425.82168192795
2213,95061.45346455283
2214,153274.5562661197
2215,101092.11387137468
2216,195213.63551070084
2217,86587.93168547335
2218,101335.14388681199
2219,85492.8062374839
2220,85406.25448436856
2221,258801.50102737657
2222,250398.20579028278
2223,268419.49720239086
2224,222850.0346635387
2225,141397.7864976462
2226,252866.5904195634
2227,214622.05680869662
2228,240287.9455549196
2229,217015.4163668095
2230,130502.39732123511
2231,182773.5842518951
2232,176680.00970092343
2233,199000.75825785007
2234,211756.44078614813
2235,236160.8736299206
2236,256551.70173691778
2237,358231.02603503485
2238,216097.29658401202
2239,108650.91358515965
2240,171353.85357376223
2241,199377.02056359424
2242,149565.93503003035
2243,128536.84399398215
2244,104548.21956252889
2245,102016.1656109625
2246,143638.38189563432
2247,85889.27577497668
2248,116315.13618224938
2249,109488.98458170693
2250,131563.51426127588
2251,194764.37675015983
2252,222238.84798390057
2253,123521.6039893668
2254,160130.5590374695
2255,200806.21563220996
2256,157703.74419329196
2257,225581.58394457246
2258,144479.91932648385
2259,176012.69871785486
2260,159813.71567621222
2261,162401.5811148228
2262,174842.60342864355
2263,304582.9635127893
2264,331007.93839473126
2265,201708.11129662755
2266,232037.3536093604
2267,392905.71141640726
2268,306103.3794884883
2269,149591.40772084368
2270,179990.60819738542
2271,230460.81685534297
2272,227075.74618863937
2273,175277.57423086136
2274,202295.20766310146
2275,200306.63800789366
2276,191737.43360838736
2277,211973.07500165395
2278,170849.35017178374
2279,119827.52840968542
2280,125510.46491973936
2281,178034.90383318107
2282,182673.89961138405
2283,117902.61986797974
2284,114579.34698253912
2285,137514.19431859435
2286,131839.34013228893
2287,291124.1473644413
2288,255056.92777416448
2289,339459.26365290774
2290,407044.87684393366
2291,276101.71729973325
2292,346924.3944895507
2293,419513.8353092723
2294,351333.8578258438
2295,426675.0432711255
2296,270188.3939743656
2297,267232.09530377394
2298,283642.01429748454
2299,378764.0322095296
2300,329865.8795078358
2301,243987.46729392238
2302,271699.8545014195
2303,234919.78060527527
2304,230737.8133302154
2305,208094.2382651484
2306,211204.57442149828
2307,200429.3756391788
2308,221024.51979988965
2309,240847.1848211896
2310,174656.2301482182
2311,210018.16762507037
2312,176618.42092899414
2313,157226.03076810867
2314,156908.3977934508
2315,155234.55774447703
2316,161638.03614950588
2317,170505.7263990777
2318,156164.05333843557
2319,148105.11262754753
2320,151740.04966267454
2321,231233.418681056
2322,161739.86800887564
2323,148834.19864286997
2324,134602.1292623812
2325,188655.2209595825
2326,136923.2803588371
2327,185339.77028783434
2328,213042.12251254614
2329,179116.04502943516
2330,186959.4041789661
2331,372613.7845442016
2332,367289.4064574648
2333,325196.4861020603
2334,259428.17976030314
2335,250297.9045390145
2336,356609.15306437993
2337,184770.17508354716
2338,264599.01612226845
2339,202259.8206423349
2340,368922.393865642
2341,199774.09209793157
2342,216875.7462280949
2343,233718.36230954775
2344,216269.07290794514
2345,231910.9631281445
2346,180504.62852981867
2347,181188.05219159668
2348,208528.4354989813
2349,163718.7579158508
2350,255122.52655526373
2351,213452.89106124383
2352,237956.29119138123
2353,295545.3764811593
2354,113557.19065639334
2355,113142.6519226175
2356,162349.81894797517
2357,195763.0845381509
2358,198970.40649781676
2359,127161.32626629916
2360,114669.9335385142
2361,169066.68425810637
2362,285806.44323839183
2363,151650.6791553132
2364,173541.59114576245
2365,204052.32214881794
2366,149773.4128080403
2367,199459.6148854261
2368,203092.11936037196
2369,202860.34942786477
2370,160230.1833624441
2371,161090.20242344952
2372,197165.74714651896
2373,239583.92107338647
2374,320650.54628642934
2375,185124.693722211
2376,342129.35661007866
2377,322800.81875306484
2378,139152.40188167323
2379,285342.2445337555
2380,151371.83649055075
2381,203568.2863414221
2382,191927.32275563493
2383,207509.47919182686
2384,250439.99667546237
2385,158999.2396344723
2386,145184.77735436338
2387,134585.25825811597
2388,105413.30810373535
2389,132582.5382204448
2390,148331.5157077891
2391,167838.31713846172
2392,107228.65834111904
2393,160418.41867451966
2394,145193.00266636416
2395,234106.8276771362
2396,144497.07617685455
2397,225551.18548695775
2398,141173.706227564
2399,72448.64216772433
2400,47586.018811202324
2401,105163.77831445844
2402,143937.9909757026
2403,207317.37171596277
2404,150061.0442915212
2405,175491.81379706055
2406,137808.16975686626
2407,134499.38608982816
2408,166311.30118289703
2409,134132.41864641005
2410,202493.10228439147
2411,120781.07141553379
2412,177505.29491772573
2413,142963.2271215091
2414,133440.70852000607
2415,191385.61370476484
2416,130868.9904745459
2417,119126.83897570481
2418,114455.08191002296
2419,160115.52707631813
2420,131089.3000028119
2421,175698.84371590527
2422,140745.2907132077
2423,142935.75812380624
2424,144238.97965078504
2425,310462.3043723888
2426,176476.69128448155
2427,128847.69273182952
2428,180794.57156293085
2429,109097.38855502501
2430,130671.68561410882
2431,141399.33886023003
2432,127165.44942367045
2433,151033.50422742555
2434,149732.18986389786
2435,171781.67485103724
2436,75382.14162085939
2437,106589.71279842341
2438,117001.61211947436
2439,118863.53083369159
2440,138454.6516553769
2441,125326.04060162611
2442,99917.87415600473
2443,124467.65178755396
2444,138792.2295787516
2445,100849.69787017578
2446,157888.31005507914
2447,190351.97369885322
2448,151807.88788851892
2449,128076.1672049072
2450,178629.47639074523
2451,130911.4058198429
2452,220646.02198800072
2453,79916.10900269875
2454,107346.11354829771
2455,122734.69951187933
2456,154407.12432552985
2457,112761.33111606227
2458,113597.50261702269
2459,91569.17883776948
2460,155569.9602886576
2461,119702.77763479389
2462,133895.98909443308
2463,132921.8225136243
2464,221049.31091437282
2465,143998.30221182544
2466,141779.90897482703
2467,134875.8941691589
2468,98827.56510492135
2469,112060.55264541328
2470,232009.71676632893
2471,198221.7536023661
2472,226530.2805039721
2473,138488.68228169333
2474,141225.042733452
2475,241492.72661746215
2476,120332.47112795149
2477,135567.6576642722
2478,185880.7401357163
2479,139278.91424497112
2480,137059.0246226091
2481,139432.0437959489
2482,130472.2862168224
2483,109416.41718158883
2484,139514.76220220956
2485,119729.53541522582
2486,154901.2554898817
2487,292925.32828808686
2488,126396.49007707204
2489,146842.29906967512
2490,147715.27593496253
2491,84159.54107434074
2492,185583.49518182353
2493,142052.49994120817
2494,190380.4611524036
2495,119837.02018392838
2496,256163.31584132873
2497,178737.5020493854
2498,115104.14534470851
2499,78944.81559688096
2500,123078.01794649012
2501,152811.47658988638
2502,159954.4317248291
2503,130558.248830471
2504,155248.98867567859
2505,208759.1318633195
2506,263326.07886139385
2507,303841.0562681186
2508,261231.90470398864
2509,227921.35420027643
2510,211695.36283479613
2511,164608.0203408001
2512,196986.46009598044
2513,231500.0811981786
2514,198924.33318500343
